asset_id,asset_type,business_unit,internet_exposed,asset_criticality,data_sensitivity,revenue_dependency
AST-000577,Server,Marketing,0,2,1,Medium
AST-000578,Cloud_Storage,Marketing,0,5,2,Critical
AST-000579,Workstation,Sales,0,2,1,Medium
AST-000580,Server,Sales,1,5,2,Critical
AST-000581,Workstation,Marketing,0,4,1,High
AST-000582,Cloud_Storage,Finance,0,4,1,High
AST-000583,Workstation,Marketing,1,4,1,High
AST-000584,Database,HR,0,4,2,Critical
AST-000585,Workstation,Marketing,0,3,2,Critical
AST-000586,Server,Sales,0,2,3,High
AST-000587,Server,Sales,0,1,2,Medium
AST-000588,Server,HR,1,1,1,Low
AST-000589,Server,HR,0,1,2,Medium
AST-000590,Server,Engineering,0,1,1,Low
AST-000591,Server,Finance,1,1,1,Low
AST-000592,Workstation,Finance,0,4,2,Critical
AST-000593,Server,Finance,0,2,1,Medium
AST-000594,Database,Operations,1,1,1,Medium
AST-000595,Network_Device,Sales,0,3,2,High
AST-000596,Workstation,Finance,0,2,2,Medium
AST-000597,Workstation,Engineering,0,1,2,Low
AST-000598,Server,Engineering,0,4,1,High
AST-000599,Server,Finance,0,1,3,High
AST-000600,Server,HR,0,2,2,Medium
AST-000601,Server,Engineering,1,1,3,Medium
AST-000602,Server,HR,0,2,2,High
AST-000603,Server,Sales,0,3,2,High
AST-000604,Server,Operations,1,1,1,Medium
AST-000605,Server,Engineering,0,5,2,High
AST-000606,Workstation,HR,1,1,2,Medium
AST-000607,Server,Finance,0,2,1,Low
AST-000608,Database,Sales,0,4,2,High
AST-000609,Workstation,Marketing,1,4,2,Critical
AST-000610,Workstation,Marketing,0,1,2,Low
AST-000611,Server,Finance,1,1,1,Low
AST-000612,Workstation,Sales,0,3,1,High
AST-000613,Workstation,Sales,0,1,1,Low
AST-000614,Server,Sales,0,2,2,Medium
AST-000615,Network_Device,Sales,0,3,1,Medium
AST-000616,Cloud_Storage,Marketing,1,2,1,Low
AST-000617,Server,HR,0,1,4,High
AST-000618,Server,Sales,1,2,1,Medium
AST-000619,Network_Device,HR,0,4,2,High
AST-000620,Workstation,Sales,0,2,3,High
AST-000621,Server,Engineering,0,3,2,Medium
AST-000622,Server,Operations,0,1,2,Medium
AST-000623,Database,Engineering,0,1,4,High
AST-000624,Workstation,Operations,0,1,3,Medium
AST-000625,Workstation,Engineering,0,2,2,Medium
AST-000626,Database,Sales,1,1,1,Low
AST-000627,Workstation,HR,1,2,1,High
AST-000628,Workstation,Operations,0,3,3,Critical
AST-000629,Server,Marketing,0,3,3,Critical
AST-000630,Server,Finance,0,1,3,High
AST-000631,Workstation,Operations,0,3,2,High
AST-000632,Network_Device,Operations,0,2,1,Low
AST-000633,Workstation,Marketing,0,1,1,Low
AST-000634,Workstation,Sales,1,1,1,Low
AST-000635,Server,Engineering,0,2,2,Medium
AST-000636,Workstation,Engineering,0,1,1,Medium
AST-000637,Workstation,HR,0,1,1,Low
AST-000638,Server,Sales,1,1,3,High
AST-000639,Server,Marketing,0,1,1,Low
AST-000640,Database,Sales,1,5,3,Critical
AST-000641,Server,Sales,1,3,1,Medium
AST-000642,Database,Engineering,1,2,3,High
AST-000643,Server,Marketing,1,4,1,High
AST-000644,Database,Finance,0,2,1,Medium
AST-000645,Server,Operations,0,3,2,High
AST-000646,Network_Device,Engineering,0,1,3,Medium
AST-000647,Workstation,Marketing,0,2,1,Medium
AST-000648,Workstation,HR,0,1,2,Low
AST-000649,Workstation,Operations,0,2,4,Critical
AST-000650,Workstation,Operations,0,1,1,Low
AST-000651,Server,Engineering,1,1,3,Medium
AST-000652,Workstation,HR,0,1,1,Low
AST-000653,Workstation,Engineering,0,1,1,Medium
AST-000654,Workstation,Sales,1,3,1,Medium
AST-000655,Workstation,Marketing,0,1,1,Low
AST-000656,Server,HR,1,3,1,Medium
AST-000657,Server,Operations,1,2,1,High
AST-000658,Database,Engineering,0,2,1,Medium
AST-000659,Workstation,Operations,0,1,2,High
AST-000660,Workstation,HR,0,4,2,High
AST-000661,Database,Operations,1,1,2,Low
AST-000662,Cloud_Storage,Engineering,0,2,1,Low
AST-000663,Workstation,Engineering,0,2,3,High
AST-000664,Server,Finance,1,2,1,Medium
AST-000665,Server,Operations,0,1,1,Low
AST-000666,Server,Finance,1,2,2,Medium
AST-000667,Server,Finance,1,4,2,High
AST-000668,Server,Operations,1,3,1,Medium
AST-000669,Server,HR,1,4,1,High
AST-000670,Server,Sales,0,1,3,Medium
AST-000671,Server,Engineering,1,1,2,Medium
AST-000672,Network_Device,Marketing,0,1,1,Low
AST-000673,Server,Finance,0,4,3,Critical
AST-000674,Workstation,HR,0,1,1,Low
AST-000675,Workstation,Operations,1,2,2,Medium
AST-000676,Cloud_Storage,HR,1,4,1,High
AST-000677,Server,HR,1,2,1,Medium
AST-000678,Database,Operations,0,2,1,Medium
AST-000679,Cloud_Storage,Marketing,1,1,2,Medium
AST-000680,Network_Device,Operations,1,2,1,Low
AST-000681,Network_Device,Marketing,0,4,2,Critical
AST-000682,Server,Operations,0,2,4,High
AST-000683,Server,Finance,0,1,2,Medium
AST-000684,Workstation,Marketing,0,1,1,Low
AST-000685,Cloud_Storage,Finance,0,1,1,Medium
AST-000686,Workstation,Marketing,0,2,1,Low
AST-000687,Workstation,Marketing,0,1,1,Low
AST-000688,Server,Operations,0,2,4,High
AST-000689,Workstation,Marketing,0,2,4,High
AST-000690,Server,Finance,0,3,1,High
AST-000691,Database,Operations,1,1,1,Low
AST-000692,Workstation,Engineering,0,3,3,High
AST-000693,Workstation,Finance,0,2,2,High
AST-000694,Server,Engineering,0,1,2,Medium
AST-000695,Server,HR,0,5,1,Critical
AST-000696,Workstation,Operations,1,1,1,Low
AST-000697,Server,HR,0,2,3,High
AST-000698,Workstation,Operations,0,1,1,Low
AST-000699,Server,Operations,1,2,3,High
AST-000700,Workstation,Finance,0,2,1,Medium
AST-000701,Workstation,Engineering,0,1,3,High
AST-000702,Server,Operations,0,2,2,Medium
AST-000703,Database,Engineering,0,2,1,Low
AST-000704,Server,Operations,1,3,1,Medium
AST-000705,Server,Engineering,0,1,2,Medium
AST-000706,Cloud_Storage,HR,1,1,1,Low
AST-000707,Database,Finance,1,2,2,Medium
AST-000708,Network_Device,Operations,0,1,1,Low
AST-000709,Server,Sales,0,2,1,Medium
AST-000710,Workstation,Engineering,0,1,2,High
AST-000711,Workstation,Engineering,0,1,2,Low
AST-000712,Workstation,Sales,0,3,1,Medium
AST-000713,Workstation,Finance,0,3,1,Medium
AST-000714,Workstation,Engineering,0,2,2,High
AST-000715,Database,Finance,1,4,2,Critical
AST-000716,Cloud_Storage,Engineering,0,3,1,High
AST-000717,Network_Device,Marketing,0,2,1,Low
AST-000718,Cloud_Storage,Engineering,1,5,1,High
AST-000719,Server,Marketing,0,2,2,Medium
AST-000720,Workstation,Operations,0,2,2,Medium
AST-000721,Cloud_Storage,Finance,0,2,1,Low
AST-000722,Server,Engineering,0,4,2,High
AST-000723,Server,HR,0,1,1,Low
AST-000724,Workstation,HR,0,1,2,Medium
AST-000725,Workstation,Sales,0,1,1,Low
AST-000726,Network_Device,HR,1,1,2,Medium
AST-000727,Server,Marketing,0,1,2,Low
AST-000728,Workstation,HR,0,3,3,High
AST-000729,Server,HR,0,2,3,High
AST-000730,Server,HR,0,1,2,Low
AST-000731,Server,Engineering,0,3,3,Critical
AST-000732,Network_Device,Sales,1,2,1,Low
AST-000733,Workstation,Finance,0,2,1,Low
AST-000734,Workstation,Sales,0,1,3,Medium
AST-000735,Database,Marketing,0,4,3,Critical
AST-000736,Network_Device,Engineering,0,1,2,Medium
AST-000737,Database,Operations,0,1,1,Low
AST-000738,Network_Device,Engineering,0,1,3,Medium
AST-000739,Workstation,HR,0,3,1,Medium
AST-000740,Database,HR,0,2,1,Medium
AST-000741,Workstation,Marketing,0,1,2,Medium
AST-000742,Database,Operations,0,1,1,Low
AST-000743,Workstation,Engineering,0,2,1,Low
AST-000744,Workstation,Operations,1,2,3,Medium
AST-000745,Server,Finance,0,1,1,Medium
AST-000746,Network_Device,Sales,1,3,3,Critical
AST-000747,Database,Engineering,0,5,4,Critical
AST-000748,Workstation,Operations,0,1,3,Medium
AST-000749,Cloud_Storage,Finance,0,2,4,High
AST-000750,Workstation,Finance,0,1,2,Low
AST-000751,Server,Sales,0,3,2,High
AST-000752,Cloud_Storage,Finance,0,2,3,High
AST-000753,Workstation,Marketing,1,1,1,Low
AST-000754,Database,Finance,0,3,1,Medium
AST-000755,Server,Operations,0,3,2,Medium
AST-000756,Workstation,Marketing,0,1,2,Low
AST-000757,Workstation,Finance,1,1,2,Low
AST-000758,Workstation,HR,1,1,2,Medium
AST-000759,Network_Device,Finance,0,2,2,High
AST-000760,Workstation,Marketing,1,3,2,High
AST-000761,Server,Finance,0,2,1,Low
AST-000762,Database,Finance,0,2,1,Low
AST-000763,Server,Finance,0,3,2,High
AST-000764,Workstation,Marketing,1,2,1,Medium
AST-000765,Server,Finance,1,2,4,High
AST-000766,Workstation,Sales,1,2,3,High
AST-000767,Workstation,Operations,0,4,2,High
AST-000768,Network_Device,Sales,1,1,4,High
AST-000769,Database,Marketing,0,1,2,Medium
AST-000770,Network_Device,HR,0,1,1,Low
AST-000771,Server,Sales,0,3,2,Medium
AST-000772,Network_Device,Operations,0,2,1,Medium
AST-000773,Server,Engineering,0,1,1,Low
AST-000774,Database,Operations,0,5,1,Critical
AST-000775,Workstation,Sales,1,4,2,High
AST-000776,Server,Engineering,0,5,2,High
AST-000777,Server,Marketing,0,1,1,Medium
AST-000778,Workstation,Operations,1,4,1,High
AST-000779,Workstation,HR,0,1,2,Medium
AST-000780,Workstation,Engineering,0,1,1,Low
AST-000781,Workstation,Engineering,0,1,1,Low
AST-000782,Workstation,Operations,0,2,2,High
AST-000783,Server,Sales,0,1,1,Medium
AST-000784,Database,Engineering,0,2,1,Medium
AST-000785,Server,Marketing,1,3,1,Medium
AST-000786,Cloud_Storage,Operations,0,1,2,Low
AST-000787,Workstation,Marketing,0,1,3,Medium
AST-000788,Workstation,Operations,0,1,4,High
AST-000789,Workstation,Marketing,0,4,2,High
AST-000790,Cloud_Storage,Sales,0,1,1,Medium
AST-000791,Server,Operations,1,2,1,Medium
AST-000792,Workstation,HR,1,1,1,Low
AST-000793,Workstation,Sales,0,4,2,Critical
AST-000794,Workstation,Marketing,1,1,2,Low
AST-000795,Server,Operations,0,2,2,Medium
AST-000796,Network_Device,Sales,0,2,1,Low
AST-000797,Cloud_Storage,Marketing,0,4,1,Critical
AST-000798,Workstation,Finance,0,1,1,Medium
AST-000799,Workstation,Finance,1,2,2,Medium
AST-000800,Cloud_Storage,Engineering,0,1,1,Medium
AST-000801,Workstation,HR,0,5,2,High
AST-000802,Server,Finance,1,2,1,Low
AST-000803,Workstation,Marketing,1,2,2,High
AST-000804,Workstation,Sales,1,2,1,High
AST-000805,Workstation,Operations,0,1,1,Low
AST-000806,Workstation,Sales,0,1,1,Low
AST-000807,Cloud_Storage,Engineering,0,2,1,Medium
AST-000808,Cloud_Storage,Sales,0,5,1,High
AST-000809,Workstation,Finance,1,1,3,High
AST-000810,Server,Sales,1,4,1,High
AST-000811,Cloud_Storage,Finance,1,1,1,Medium
AST-000812,Network_Device,Finance,0,4,2,High
AST-000813,Server,HR,1,1,2,High
AST-000814,Cloud_Storage,Engineering,1,1,1,Medium
AST-000815,Network_Device,Marketing,0,2,2,Medium
AST-000816,Workstation,Finance,0,3,2,Medium
AST-000817,Workstation,Operations,1,3,1,Low
AST-000818,Database,Engineering,0,2,2,High
AST-000819,Server,Marketing,1,2,1,Medium
AST-000820,Database,Operations,0,1,1,Low
AST-000821,Network_Device,Sales,1,1,4,High
AST-000822,Server,Engineering,1,1,1,Low
AST-000823,Database,Operations,0,2,1,Medium
AST-000824,Database,Engineering,1,2,4,High
AST-000825,Workstation,Engineering,0,3,2,High
AST-000826,Cloud_Storage,Sales,0,3,2,High
AST-000827,Database,Sales,0,1,2,Low
AST-000828,Database,Engineering,0,3,2,Medium
AST-000829,Workstation,Operations,1,1,2,Medium
AST-000830,Workstation,HR,1,3,1,Medium
AST-000831,Server,Finance,0,1,1,Low
AST-000832,Workstation,Sales,0,3,1,High
AST-000833,Server,HR,0,2,1,Medium
AST-000834,Server,Sales,0,2,1,Medium
AST-000835,Workstation,Engineering,1,2,2,Medium
AST-000836,Workstation,HR,0,1,1,Low
AST-000837,Cloud_Storage,Operations,0,1,1,Low
AST-000838,Database,Operations,0,2,2,Medium
AST-000839,Workstation,Marketing,0,3,2,High
AST-000840,Workstation,Finance,1,1,3,Medium
AST-000841,Server,Finance,0,1,2,Low
AST-000842,Workstation,Sales,0,2,4,Critical
AST-000843,Server,Finance,1,2,2,Medium
AST-000844,Cloud_Storage,Marketing,1,2,2,Medium
AST-000845,Server,Operations,1,4,3,High
AST-000846,Workstation,HR,1,2,3,High
AST-000847,Server,HR,1,1,2,Low
AST-000848,Cloud_Storage,Operations,0,1,2,Medium
AST-000849,Workstation,Engineering,0,2,1,Low
AST-000850,Workstation,Operations,0,2,3,High
AST-000851,Server,HR,1,1,2,Medium
AST-000852,Workstation,Sales,0,5,3,Critical
AST-000853,Server,Marketing,0,1,1,Medium
AST-000854,Network_Device,Operations,0,2,1,Low
AST-000855,Server,Engineering,1,1,1,Low
AST-000856,Server,Sales,0,4,3,Critical
AST-000857,Server,Operations,0,3,3,High
AST-000858,Workstation,Sales,0,1,1,Low
AST-000859,Workstation,Operations,1,4,2,High
AST-000860,Server,Sales,0,1,1,Medium
AST-000861,Workstation,Finance,0,2,1,Low
AST-000862,Workstation,Sales,0,3,1,Medium
AST-000863,Workstation,Finance,0,3,2,High
AST-000864,Workstation,HR,0,4,3,High
AST-000865,Workstation,Finance,0,4,1,Medium
AST-000866,Workstation,Sales,0,5,2,High
AST-000867,Server,Marketing,1,1,2,Medium
AST-000868,Server,Marketing,0,1,1,Low
AST-000869,Network_Device,HR,0,2,4,Critical
AST-000870,Cloud_Storage,Sales,1,3,3,Critical
AST-000871,Database,Finance,1,2,1,Medium
AST-000872,Server,Marketing,0,1,2,Medium
AST-000873,Workstation,Operations,0,3,1,Medium
AST-000874,Workstation,Engineering,1,5,2,High
AST-000875,Server,Sales,1,2,2,Medium
AST-000876,Server,Operations,0,1,1,Low
AST-000877,Workstation,Operations,0,1,3,Medium
AST-000878,Workstation,Sales,0,1,2,Medium
AST-000879,Server,Engineering,0,2,4,Critical
AST-000880,Server,Marketing,0,4,1,High
AST-000881,Server,Engineering,0,1,3,High
AST-000882,Workstation,HR,0,2,2,Medium
AST-000883,Server,Finance,0,2,1,Medium
AST-000884,Server,Finance,0,1,1,Medium
AST-000885,Workstation,Operations,0,2,3,High
AST-000886,Server,Marketing,0,3,2,High
AST-000887,Workstation,Engineering,0,3,1,High
AST-000888,Server,Operations,1,2,3,Medium
AST-000889,Server,Sales,0,3,1,Medium
AST-000890,Server,Operations,1,1,1,Low
AST-000891,Workstation,Sales,0,1,2,Low
AST-000892,Network_Device,Sales,0,1,2,Medium
AST-000893,Network_Device,HR,0,1,1,Low
AST-000894,Database,HR,1,1,2,Low
AST-000895,Workstation,Sales,0,1,2,Medium
AST-000896,Server,Marketing,0,2,2,Medium
AST-000897,Server,HR,0,2,2,Medium
AST-000898,Network_Device,HR,1,1,1,Medium
AST-000899,Server,Finance,1,1,3,High
AST-000900,Server,Operations,0,2,1,Medium
AST-000901,Server,Finance,0,1,4,Medium
AST-000902,Server,Marketing,0,2,1,Medium
AST-000903,Server,HR,0,3,1,Medium
AST-000904,Workstation,HR,0,1,1,Low
AST-000905,Workstation,Engineering,1,1,2,Medium
AST-000906,Network_Device,Marketing,1,1,1,Low
AST-000907,Network_Device,Operations,0,1,2,Low
AST-000908,Database,Operations,0,5,3,Critical
AST-000909,Server,Operations,0,1,1,Low
AST-000910,Database,Marketing,0,2,1,Medium
AST-000911,Workstation,Engineering,0,3,3,High
AST-000912,Server,Engineering,0,1,1,Medium
AST-000913,Workstation,Finance,0,1,1,Low
AST-000914,Workstation,Marketing,0,3,1,Low
AST-000915,Workstation,Marketing,1,4,1,High
AST-000916,Workstation,Engineering,0,1,1,Medium
AST-000917,Server,Sales,0,1,2,Low
AST-000918,Cloud_Storage,Sales,0,3,1,High
AST-000919,Workstation,Finance,0,1,2,Medium
AST-000920,Server,Sales,1,1,1,Low
AST-000921,Network_Device,Sales,1,1,2,Low
AST-000922,Workstation,Sales,0,1,1,Medium
AST-000923,Network_Device,HR,1,1,3,High
AST-000924,Workstation,Finance,0,2,2,Medium
AST-000925,Workstation,Engineering,1,3,1,Medium
AST-000926,Server,Sales,0,2,1,Medium
AST-000927,Server,Operations,0,1,1,Low
AST-000928,Workstation,HR,0,2,1,Medium
AST-000929,Workstation,Sales,1,3,2,Medium
AST-000930,Server,HR,0,1,1,Medium
AST-000931,Server,Finance,1,1,4,High
AST-000932,Network_Device,Operations,0,1,1,Low
AST-000933,Cloud_Storage,Operations,1,1,2,Low
AST-000934,Workstation,Operations,0,4,1,High
AST-000935,Server,Sales,1,2,1,Low
AST-000936,Server,HR,0,1,4,High
AST-000937,Server,Operations,0,3,3,High
AST-000938,Cloud_Storage,Marketing,1,1,2,Low
AST-000939,Server,Marketing,1,1,2,Low
AST-000940,Workstation,HR,0,1,4,High
AST-000941,Server,Sales,0,2,2,Medium
AST-000942,Workstation,Sales,0,1,1,Low
AST-000943,Workstation,Finance,0,1,1,Low
AST-000944,Network_Device,Finance,0,1,2,Medium
AST-000945,Server,Operations,0,1,2,Medium
AST-000946,Server,Engineering,0,2,2,Medium
AST-000947,Server,Finance,1,3,1,Medium
AST-000948,Cloud_Storage,Sales,1,3,3,High
AST-000949,Network_Device,Engineering,0,2,2,Medium
AST-000950,Workstation,Finance,0,4,2,High
AST-000951,Workstation,HR,0,1,1,Low
AST-000952,Workstation,Marketing,0,1,4,High
AST-000953,Server,Finance,0,2,2,Medium
AST-000954,Cloud_Storage,Finance,0,1,2,Medium
AST-000955,Workstation,HR,0,2,3,High
AST-000956,Database,Sales,0,1,3,Medium
AST-000957,Workstation,Operations,1,1,1,Low
AST-000958,Server,HR,1,2,3,Medium
AST-000959,Server,Operations,0,4,2,High
AST-000960,Workstation,Finance,0,1,1,Medium
AST-000961,Server,Sales,1,1,1,Low
AST-000962,Workstation,Engineering,0,3,1,Low
AST-000963,Server,Finance,1,1,2,Medium
AST-000964,Database,HR,1,1,2,Low
AST-000965,Server,Engineering,1,1,1,Low
AST-000966,Database,Marketing,0,3,3,High
AST-000967,Workstation,Engineering,0,3,3,Critical
AST-000968,Server,HR,1,2,2,Medium
AST-000969,Workstation,Engineering,0,1,3,Medium
AST-000970,Workstation,HR,0,1,3,Low
AST-000971,Workstation,Finance,0,1,1,Low
AST-000972,Cloud_Storage,Sales,0,4,2,Critical
AST-000973,Workstation,Marketing,1,2,4,Critical
AST-000974,Server,Sales,0,1,1,Medium
AST-000975,Server,Sales,1,2,4,Critical
AST-000976,Server,Sales,1,2,1,Medium
AST-000977,Workstation,HR,0,5,2,Critical
AST-000978,Server,HR,0,3,2,Critical
AST-000979,Workstation,Marketing,1,1,2,Low
AST-000980,Workstation,HR,0,3,2,High
AST-000981,Database,Operations,1,2,2,Low
AST-000982,Workstation,HR,1,1,2,Medium
AST-000983,Server,HR,0,2,2,Medium
AST-000984,Server,HR,1,2,1,Low
AST-000985,Workstation,Finance,0,1,2,Low
AST-000986,Workstation,Marketing,0,2,3,Medium
AST-000987,Workstation,Operations,1,2,1,Medium
AST-000988,Workstation,HR,1,1,2,Low
AST-000989,Server,Marketing,0,1,1,Low
AST-000990,Network_Device,Engineering,0,2,2,Medium
AST-000991,Workstation,Finance,0,1,1,Low
AST-000992,Workstation,HR,0,4,1,High
AST-000993,Server,Operations,0,1,1,Low
AST-000994,Workstation,Finance,0,1,1,Low
AST-000995,Database,Operations,0,1,1,Low
AST-000996,Server,Finance,1,2,1,Medium
AST-000997,Cloud_Storage,Engineering,0,2,1,Low
AST-000998,Server,Marketing,0,2,1,Medium
AST-000999,Cloud_Storage,Finance,1,1,3,High
AST-001000,Workstation,Sales,1,3,1,High
AST-001001,Server,Engineering,1,1,3,Medium
AST-001002,Workstation,Sales,0,1,2,Medium
AST-001003,Network_Device,Engineering,0,1,1,Low
AST-001004,Workstation,Sales,0,1,1,Low
AST-001005,Network_Device,Sales,0,1,4,Medium
AST-001006,Workstation,Operations,0,1,2,Medium
AST-001007,Workstation,Finance,0,1,1,Low
AST-001008,Network_Device,Finance,0,3,1,Medium
AST-001009,Server,Engineering,0,1,1,Medium
AST-001010,Workstation,Marketing,0,3,3,High
AST-001011,Server,Operations,0,2,3,Medium
AST-001012,Cloud_Storage,Finance,0,1,1,Low
AST-001013,Cloud_Storage,Finance,0,2,1,Medium
AST-001014,Server,Operations,0,2,1,Medium
AST-001015,Workstation,HR,0,1,4,Medium
AST-001016,Cloud_Storage,Operations,0,4,2,High
AST-001017,Server,Finance,0,2,3,High
AST-001018,Workstation,Marketing,0,4,1,High
AST-001019,Cloud_Storage,HR,1,3,2,High
AST-001020,Server,Sales,0,1,1,Low
AST-001021,Workstation,Operations,0,1,3,Medium
AST-001022,Server,Sales,1,1,1,Medium
AST-001023,Cloud_Storage,HR,0,3,3,Critical
AST-001024,Cloud_Storage,HR,0,4,1,Medium
AST-001025,Cloud_Storage,HR,0,2,2,Medium
AST-001026,Workstation,Engineering,1,1,1,Low
AST-001027,Network_Device,Operations,0,1,1,Low
AST-001028,Network_Device,Marketing,0,3,1,Medium
AST-001029,Database,Marketing,0,4,2,Critical
AST-001030,Network_Device,Sales,0,1,1,Low
AST-001031,Server,Sales,0,1,1,Low
AST-001032,Workstation,Sales,1,1,1,Low
AST-001033,Server,Operations,0,1,1,Medium
AST-001034,Server,Finance,0,3,1,Medium
AST-001035,Server,Sales,0,2,1,Medium
AST-001036,Workstation,HR,0,2,1,Medium
AST-001037,Database,Sales,1,2,1,Medium
AST-001038,Workstation,HR,0,1,3,Medium
AST-001039,Server,Engineering,0,1,1,Low
AST-001040,Database,Finance,0,3,2,Medium
AST-001041,Workstation,Finance,0,2,1,Medium
AST-001042,Workstation,Operations,0,1,4,High
AST-001043,Database,Operations,1,1,1,Low
AST-001044,Workstation,Marketing,0,1,3,High
AST-001045,Network_Device,Engineering,1,1,1,Low
AST-001046,Workstation,Operations,1,2,1,Medium
AST-001047,Server,HR,1,2,1,Medium
AST-001048,Server,Engineering,0,2,1,Medium
AST-001049,Network_Device,Finance,0,3,1,High
AST-001050,Server,HR,1,2,1,Medium
AST-001051,Network_Device,Engineering,1,1,3,High
AST-001052,Workstation,Finance,1,1,1,Low
AST-001053,Cloud_Storage,Operations,0,3,1,Medium
AST-001054,Workstation,HR,0,2,2,Medium
AST-001055,Cloud_Storage,HR,1,1,2,Medium
AST-001056,Database,Finance,0,2,1,Medium
AST-001057,Workstation,HR,0,2,2,Medium
AST-001058,Workstation,Operations,0,3,1,Medium
AST-001059,Workstation,Operations,0,4,1,Medium
AST-001060,Workstation,Operations,0,2,1,Medium
AST-001061,Network_Device,Finance,0,3,1,Medium
AST-001062,Cloud_Storage,Sales,0,1,1,Low
AST-001063,Workstation,Sales,0,2,1,Low
AST-001064,Workstation,HR,0,3,1,Low
AST-001065,Workstation,Operations,0,2,2,High
AST-001066,Workstation,HR,1,2,2,Medium
AST-001067,Server,Finance,0,4,2,High
AST-001068,Server,HR,0,1,2,Medium
AST-001069,Database,Marketing,1,1,3,Medium
AST-001070,Server,Sales,1,2,3,Medium
AST-001071,Server,HR,0,3,3,Critical
AST-001072,Server,HR,0,4,1,Medium
AST-001073,Server,Engineering,0,2,1,Medium
AST-001074,Server,HR,0,3,2,High
AST-001075,Cloud_Storage,Marketing,1,3,1,Medium
